Date/Time,Sales Amount,Order ID,Product ID,Product Name,Quantity Sold,Customer ID,Customer Name,Region,Location,Salesperson ID,Salesperson Name,Product Category,Discounts/Promotions,Profit Margin,Payment Method,Order Status
2023-07-25 08:22:50.365611,19.42,0562392,P003,Winter Wonderland Peppermint,198,C4934,Michelle Mcknight,New York,Chapmantown,S6368,Amanda Kirby,Body Scrub,96.3,48.06,Credit Card,Pending
2023-03-25 17:32:14.781547,14.49,0587467,P002,Winter Wonderland Peppermint,181,C7379,Sarah Brown,Vermont,Lake Jackville,S7870,George Harris,Body Scrub,75.44,32.36,Credit Card,Completed
2023-01-29 15:50:28.300599,32.87,0680029,P002,Citrus Splash Infusion,100,C6216,Cynthia Lam,Connecticut,Port Gary,S6491,Antonio Hunt,Candle,51.28,8.46,Online Transfer,Completed
2023-09-09 12:59:06.765140,6.26,0895318,P001,Citrus Splash Infusion,19,C4145,Monica Keller,Missouri,South Debrahaven,S8672,Misty Owens,Candle,75.3,6.92,Online Transfer,Pending
2024-01-07 19:31:47.257385,29.52,0708540,P002,Lavender Lush,186,C1283,Nancy Henderson,North Dakota,Montgomeryhaven,S8741,Raymond Vasquez,Body Scrub,93.95,16.35,Online Transfer,Completed
2023-06-06 16:29:17.427635,5.17,0216882,P002,Citrus Splash Infusion,188,C2606,Robert Edwards,Michigan,Garciastad,S1813,Molly Spencer,Essential Oil,25.09,27.47,Cash,Completed
2023-06-30 20:19:17.745237,33.72,0777494,P002,Lavender Lush,151,C3902,Stephanie Mccoy,Alabama,Stephanieland,S3641,Jason Barber,Body Scrub,43.69,44.24,Online Transfer,Completed
2023-11-17 10:05:19.623684,27.54,0473519,P002,Lavender Lush,58,C8736,Debbie Hurley,Indiana,East Jonmouth,S1867,Beverly Shaw,Essential Oil,18.54,5.42,Cash,Pending
2023-03-26 11:07:28.586765,31.19,0657912,P001,Lavender Lush,4,C8468,Heidi Kane,South Carolina,Davisborough,S5184,Mary Meyer,Candle,33.08,44.48,Online Transfer,Canceled
2023-06-25 07:11:21.423437,13.31,0987416,P002,Lavender Lush,165,C4579,Tina Villegas,Oklahoma,New Joseph,S5659,Martha Wells,Essential Oil,44.95,40.16,Cash,Canceled
2024-01-04 10:17:42.585628,20.51,0891159,P003,Citrus Splash Infusion,44,C3436,Daniel Ortiz,South Carolina,Nicholemouth,S2609,Dr. Emily Reed,Body Scrub,22.26,17.66,Online Transfer,Canceled
2023-08-30 23:04:54.407342,36.51,0487086,P003,Winter Wonderland Peppermint,27,C3330,Juan Smith,Hawaii,East Jonathon,S8166,Crystal Wilkins,Candle,20.02,26.87,Credit Card,Canceled
2023-11-19 11:12:00.075654,25.69,0269212,P001,Citrus Splash Infusion,89,C3795,Brittany Simmons,Virginia,Warrenborough,S8825,Anthony Henderson,Candle,43.83,16.55,Cash,Pending
2023-08-23 22:20:04.100093,12.74,0663942,P003,Winter Wonderland Peppermint,35,C6032,Jon Callahan,Massachusetts,West Vincentshire,S1523,Timothy Howard,Essential Oil,11.38,46.27,Credit Card,Pending
2023-04-20 20:21:19.919234,24.44,0921371,P001,Winter Wonderland Peppermint,134,C2344,Jeffrey Dean,Tennessee,Davisland,S4263,Jonathan Holland,Essential Oil,60.5,6.74,Online Transfer,Canceled
2023-09-18 13:39:23.255796,18.26,0746519,P002,Citrus Splash Infusion,43,C4339,Jeffrey Parsons,North Carolina,South Melissa,S1411,Sandra Martin,Body Scrub,61.22,17.16,Credit Card,Completed
2023-03-25 08:35:28.919713,17.83,0398989,P002,Winter Wonderland Peppermint,9,C5275,Scott Thompson,Delaware,New Marvintown,S8983,Eric Cooper,Candle,55.82,7.33,Online Transfer,Completed
2023-03-30 07:53:20.237433,19.5,0720848,P001,Lavender Lush,70,C2166,Frank Hill,Missouri,West Elizabethton,S1174,Stephanie Lopez,Essential Oil,68.46,47.58,Online Transfer,Canceled
2023-02-24 04:17:58.935065,7.75,0510449,P003,Winter Wonderland Peppermint,200,C2645,Joel Thompson,Montana,Frenchmouth,S4183,Jennifer Rodriguez,Essential Oil,38.51,38.3,Credit Card,Pending
2023-09-17 20:03:51.435962,10.47,0415515,P001,Winter Wonderland Peppermint,95,C4554,Tyler Jennings,Colorado,North Tonyachester,S6801,Zachary Pineda,Candle,22.65,39.17,Online Transfer,Completed
2023-05-14 20:01:34.483685,39.72,0312671,P001,Citrus Splash Infusion,76,C7628,Trevor Kaufman,Utah,North Victoria,S7208,Kristina Dickerson,Body Scrub,1.49,32.59,Cash,Completed
2023-04-05 02:02:07.331646,8.16,0426370,P001,Citrus Splash Infusion,41,C5732,Julie Johns,Washington,Schmidtmouth,S5311,Susan Dalton,Candle,99.58,45.87,Credit Card,Completed
2023-08-30 08:26:11.499408,18.76,0842427,P001,Citrus Splash Infusion,70,C1492,Mckenzie Allen,Oregon,Port Katherine,S4371,Melissa Miller,Body Scrub,34.85,20.88,Cash,Canceled
2023-10-16 01:41:37.145671,19.93,0182067,P002,Lavender Lush,167,C4676,Patrick Blankenship,Massachusetts,Port Alex,S2944,Erica Myers,Candle,39.14,44.79,Credit Card,Completed
2023-07-10 05:34:07.087461,34.05,0374430,P001,Citrus Splash Infusion,159,C7354,Sherri Nicholson,Maine,Tracyside,S7119,John Cohen,Essential Oil,11.54,14.74,Online Transfer,Canceled
2023-08-08 21:35:41.089256,38.89,0477364,P003,Winter Wonderland Peppermint,102,C8519,Mr. Justin Grant,Tennessee,Jamesville,S6458,Matthew Dyer,Body Scrub,27.3,18.19,Online Transfer,Canceled
2023-11-05 17:30:40.474510,32.72,0824610,P003,Winter Wonderland Peppermint,16,C2197,Lisa Lane,Maine,East Sarahport,S1639,Kimberly Vaughan,Candle,10.03,37.66,Credit Card,Canceled
2023-12-29 08:14:52.764083,17.76,0842676,P001,Citrus Splash Infusion,21,C5138,Wendy Payne,Michigan,Barronville,S4738,Ryan Gibbs,Candle,44.97,21.35,Credit Card,Pending
2023-12-22 06:02:43.657693,8.45,0798289,P002,Lavender Lush,141,C7821,Ashley Curry,Alaska,South Stacey,S8230,Ashley Benitez,Candle,69.76,39.39,Cash,Canceled
2023-08-28 18:22:04.468355,5.82,0140919,P001,Winter Wonderland Peppermint,64,C3235,Erin Wade,Texas,Dixonside,S1303,Abigail Davis,Essential Oil,52.12,19.64,Cash,Pending
2023-07-17 14:47:15.033506,21.62,0777602,P001,Winter Wonderland Peppermint,193,C2985,Brooke Brady,Wyoming,South Jacobfort,S2835,Barbara Rodgers,Body Scrub,22.31,5.29,Cash,Canceled
2023-03-16 11:42:37.541638,19.25,0298105,P003,Citrus Splash Infusion,101,C2845,James Evans,Delaware,Davishaven,S2919,Charles Melendez,Candle,75.83,17.2,Online Transfer,Completed
2023-01-26 13:29:19.018209,22.83,0539371,P001,Winter Wonderland Peppermint,171,C5497,Ariel Russell,New Jersey,Port Sharon,S1151,Brian Collins,Candle,45.81,13.85,Credit Card,Canceled
2023-04-18 16:54:17.659375,20.35,0184292,P002,Winter Wonderland Peppermint,123,C4089,Samantha Munoz,Wisconsin,East Elizabeth,S8092,Corey Simon,Candle,75.42,17.96,Credit Card,Pending
2023-01-25 14:43:10.894589,15.96,0375653,P003,Winter Wonderland Peppermint,130,C8297,Duane Donaldson,New Mexico,Sarahbury,S7862,William Allen,Body Scrub,91.52,14.36,Online Transfer,Pending
2023-03-11 19:32:52.232361,16.86,0282146,P002,Citrus Splash Infusion,79,C1834,Lee Schultz,Oregon,West Luke,S6284,Sarah Wilson,Essential Oil,64.82,8.87,Cash,Canceled
2023-05-21 11:49:13.664241,15.19,0293464,P002,Lavender Lush,137,C2101,Timothy Stephens,Oklahoma,North Cheyennefurt,S2075,Frances Young,Essential Oil,83.9,31.39,Credit Card,Completed
2023-04-19 16:31:27.721542,16.94,0309413,P003,Citrus Splash Infusion,63,C7302,Sarah Rivera,Oregon,New Angelahaven,S6011,Dennis Wheeler,Body Scrub,23.06,32.72,Online Transfer,Canceled
2023-03-03 20:53:56.580719,6.54,0122976,P003,Citrus Splash Infusion,84,C1908,Mr. Joshua Mclean,Virginia,North Jason,S4004,Jennifer Smith,Essential Oil,22.24,23.28,Online Transfer,Canceled
2023-07-21 23:32:35.954347,7.85,0199223,P002,Lavender Lush,40,C8653,Eric Reyes,Vermont,Basschester,S5874,Jonathan Huffman,Essential Oil,68.5,48.76,Credit Card,Canceled
2023-11-16 18:57:39.660341,38.04,0386461,P003,Lavender Lush,18,C7709,Elizabeth Flores,South Dakota,South Ianburgh,S4175,Justin Boone,Candle,53.62,29.96,Cash,Pending
2023-07-07 12:51:38.624357,34.91,0251568,P001,Winter Wonderland Peppermint,115,C5136,Allen Thompson,South Carolina,Port Julieview,S2716,Kenneth Bailey,Candle,56.95,39.22,Cash,Completed
2023-07-05 22:32:04.479661,24.65,0332029,P002,Citrus Splash Infusion,8,C7031,Cody Prince,New York,North James,S7143,Ms. Julia Harris,Essential Oil,38.36,23.59,Cash,Completed
2023-04-08 02:04:04.809960,35.53,0243488,P001,Winter Wonderland Peppermint,22,C5784,Eric Stone,Pennsylvania,Port Karen,S3360,Jeffrey Flores,Candle,75.22,11.6,Credit Card,Pending
2023-06-02 04:54:52.374830,10.1,0380195,P001,Lavender Lush,191,C3833,Linda Clark,Maine,Jerryfurt,S6374,Matthew Simpson,Candle,96.66,16.66,Credit Card,Canceled
2023-02-04 21:48:54.295417,29.39,0209945,P002,Winter Wonderland Peppermint,31,C6281,Clayton Evans,Louisiana,Johnberg,S6329,Teresa Scott,Essential Oil,7.49,36.39,Online Transfer,Completed
2023-07-13 11:08:37.775743,18.21,0384376,P001,Citrus Splash Infusion,114,C6372,Monica Dixon,Pennsylvania,Lake Lauren,S7033,Jennifer Lang,Body Scrub,42.28,49.64,Credit Card,Pending
2023-11-06 23:20:24.520552,13.18,0207681,P001,Citrus Splash Infusion,129,C8108,Kevin Martinez,Florida,Houseborough,S5744,Austin Mccormick,Candle,96.6,44.36,Cash,Canceled
2023-07-22 06:30:22.685280,29.6,0276159,P003,Lavender Lush,169,C8140,Richard Meyer,Minnesota,Bryanburgh,S2589,Linda Butler,Essential Oil,50.52,5.47,Online Transfer,Completed
2023-04-18 12:08:25.175600,16.7,0396880,P002,Lavender Lush,182,C8013,William Salas,New Jersey,Jesuschester,S5243,Mary Rasmussen,Candle,31.61,45.6,Credit Card,Completed
2023-04-22 08:27:53.572787,16.72,0828617,P002,Winter Wonderland Peppermint,120,C6592,James Martinez,North Dakota,North Karlamouth,S4134,Spencer Moore,Body Scrub,69.01,34.68,Credit Card,Completed
2023-07-27 18:24:22.274740,23.81,0115264,P001,Lavender Lush,90,C1109,Matthew Miranda,Kentucky,West Edwin,S3296,Billy King,Candle,86.81,45.52,Cash,Canceled
2023-05-10 06:21:31.497766,36.96,0458997,P002,Lavender Lush,170,C1541,Bruce Berg,Alabama,North Frankberg,S7998,John Jones,Candle,28.56,45.62,Credit Card,Pending
2023-10-07 19:55:51.227658,20.77,0740394,P003,Citrus Splash Infusion,112,C2987,Samantha Smith,Delaware,South Loriborough,S6895,Jim Bender,Body Scrub,46.28,45.28,Online Transfer,Canceled
2023-04-29 00:03:52.690567,19.45,0404788,P002,Citrus Splash Infusion,52,C6670,Mr. Malik Castillo,Nevada,Michaelport,S4751,Connie Young,Body Scrub,1.8,33.19,Cash,Pending
2023-03-26 14:48:51.483275,30.78,0517301,P002,Citrus Splash Infusion,133,C8356,Joshua Strong,Alabama,Josephstad,S4191,Victoria Barron,Candle,23.76,18.89,Credit Card,Completed
2023-05-21 15:27:26.873385,37.4,0564576,P002,Winter Wonderland Peppermint,79,C2054,Edward Williams,New Mexico,West Timothy,S5868,David Johnson,Essential Oil,72.86,16.26,Cash,Canceled
2023-12-31 18:54:09.690411,28.12,0300328,P002,Lavender Lush,5,C2832,Robert Austin,Indiana,Destinyfort,S8009,Christopher Huff,Essential Oil,15.98,36.71,Credit Card,Pending
2024-01-07 05:47:32.864154,7.76,0577632,P002,Winter Wonderland Peppermint,55,C7715,Lauren Jones,Montana,Nelsonland,S2918,Dustin Robbins,Essential Oil,80.37,31.4,Credit Card,Pending
2023-06-05 13:23:35.638819,17.56,0281597,P003,Winter Wonderland Peppermint,100,C6569,Anthony Molina,Virginia,Karlhaven,S5164,Michael Maxwell,Candle,91.26,43.63,Online Transfer,Completed
2023-10-25 00:39:47.176084,36.08,0787862,P001,Winter Wonderland Peppermint,103,C3757,Tina Miller,Colorado,Lake Kimstad,S2499,Anita Torres,Body Scrub,67.36,28.93,Online Transfer,Canceled
2023-04-21 10:50:17.633403,14.42,0621348,P001,Winter Wonderland Peppermint,66,C7954,Diana Rice,Wisconsin,Stonemouth,S5345,Ms. Kayla Thomas,Essential Oil,95.83,39.35,Credit Card,Canceled
2023-03-29 11:23:19.430439,31.21,0201986,P001,Winter Wonderland Peppermint,92,C1698,Kristie Smith,Arizona,Smithborough,S7054,Mary Robinson,Essential Oil,71.42,10.26,Cash,Completed
2023-06-10 11:52:32.722408,22.76,0261021,P002,Lavender Lush,78,C5300,Ashley Brown,Kentucky,Donaldburgh,S3342,Edward Mills,Candle,38.39,26.71,Cash,Completed
2023-06-30 07:17:12.396316,9.69,0436274,P001,Lavender Lush,44,C3295,Andrea Boyd,Virginia,Lake Nicole,S2916,Donna Reyes,Essential Oil,53.82,19.19,Credit Card,Canceled
2023-01-22 22:25:01.313113,17.39,0872724,P001,Winter Wonderland Peppermint,138,C1200,John Dawson,Maine,North Joshuaview,S7815,James Obrien,Candle,78.7,49.11,Online Transfer,Completed
2023-08-19 15:02:27.957722,37.78,0394113,P002,Winter Wonderland Peppermint,142,C6787,Nicole Smith,Massachusetts,New Benjamin,S4060,Marilyn Morgan,Candle,3.33,30.7,Cash,Canceled
2023-10-23 23:16:34.564799,23.4,0345038,P001,Lavender Lush,48,C8227,Tracy Neal,New Hampshire,Reedberg,S1260,Katrina Collins,Essential Oil,96.61,34.54,Cash,Pending
2023-12-07 11:32:28.386018,10.89,0434564,P002,Winter Wonderland Peppermint,17,C8247,Maxwell Vasquez,Washington,Barrshire,S6235,Stephanie Martinez,Essential Oil,27.9,46.27,Credit Card,Pending
2023-07-17 04:20:29.600820,18.91,0618280,P002,Citrus Splash Infusion,55,C2600,Caleb Pena,Arizona,East David,S3324,Julie Clarke,Essential Oil,2.51,22.3,Cash,Canceled
2023-12-17 03:58:43.181031,35.99,0241907,P001,Citrus Splash Infusion,10,C3340,David English,Indiana,Douglasville,S1906,Christopher Ray,Body Scrub,40.09,41.1,Cash,Canceled
2023-07-15 03:05:44.879543,8.84,0143625,P003,Lavender Lush,71,C7552,Edward Roy,Illinois,Quinnview,S4337,Jacob Shelton,Essential Oil,42.22,28.33,Credit Card,Canceled
2024-01-22 18:10:25.141402,17.98,0142749,P001,Winter Wonderland Peppermint,185,C8813,Matthew Rodriguez,Montana,South Jessica,S8498,Suzanne Fernandez,Essential Oil,28.92,5.18,Cash,Completed
2023-10-12 15:25:08.337249,20.75,0581715,P003,Lavender Lush,198,C4352,Heather Peters,Iowa,New Dennis,S4092,Jeremy Garrett,Body Scrub,60.76,20.84,Cash,Pending
2023-10-26 22:43:28.999659,17.84,0889109,P002,Lavender Lush,71,C3462,Taylor Robles,Louisiana,Pamelaborough,S7366,Kathleen Beasley,Essential Oil,39.11,29.64,Online Transfer,Completed
2023-06-16 06:10:44.641701,30.06,0278761,P002,Winter Wonderland Peppermint,97,C3946,Vicki Stein,Rhode Island,Lake Anthonymouth,S6246,Jesse Freeman,Body Scrub,20.39,23.81,Credit Card,Pending
2024-01-01 15:44:56.655153,25.65,0815427,P002,Winter Wonderland Peppermint,152,C6538,Ronald Weaver,Pennsylvania,Melaniebury,S2546,Jason Turner,Body Scrub,47.95,6.03,Online Transfer,Pending
2023-01-30 04:22:42.342106,39.26,0167657,P001,Winter Wonderland Peppermint,148,C8645,Brian Beasley,Missouri,Joneston,S1508,Joseph Hill,Candle,90.5,9.01,Credit Card,Completed
2023-05-06 23:47:56.732230,36.02,0745868,P003,Winter Wonderland Peppermint,129,C5576,Robert Evans,Indiana,Port Erica,S8539,Faith Anderson,Candle,28.77,5.69,Credit Card,Canceled
2023-03-27 11:18:50.184166,19.39,0957529,P001,Lavender Lush,62,C7723,Tiffany Hughes,South Dakota,West Cathyville,S4683,Kaylee Turner,Essential Oil,54.06,41.18,Cash,Completed
2023-03-26 04:47:32.058623,39.74,0478495,P002,Citrus Splash Infusion,41,C7288,Jennifer Flores,Ohio,Morganbury,S5167,Michelle Hicks,Body Scrub,32.9,11.08,Cash,Completed
2023-04-20 18:28:38.330783,29.11,0779198,P003,Citrus Splash Infusion,52,C3714,Justin Lester,Oklahoma,East Marytown,S4159,Brett Wilson,Essential Oil,40.19,22.51,Cash,Pending
2023-04-16 09:47:40.979997,24.35,0176017,P003,Winter Wonderland Peppermint,139,C4748,Kelsey Gould,Maine,East Maryton,S5013,Sean Galloway,Body Scrub,65.82,23.55,Online Transfer,Completed
2024-01-19 05:15:50.828399,30.75,0541300,P001,Citrus Splash Infusion,105,C1307,Amy Nelson,Hawaii,North Williammouth,S2954,Steve Rowe,Candle,51.9,23.37,Online Transfer,Pending
2024-01-18 09:47:53.262053,6.36,0741297,P002,Citrus Splash Infusion,23,C4840,Kevin Scott,New Mexico,East Robin,S1366,Sarah Lewis,Candle,92.32,22.87,Online Transfer,Pending
2023-08-12 03:39:04.479326,13.89,0240959,P003,Winter Wonderland Peppermint,4,C8197,Daniel Green,New Mexico,Port Jeffreyhaven,S4424,Kevin Kim,Body Scrub,92.99,44.36,Online Transfer,Pending
2023-12-09 11:26:51.577895,11.52,0918128,P002,Winter Wonderland Peppermint,154,C8091,Jacob Rodriguez,Massachusetts,South Jeremymouth,S5506,Edgar Johnson,Body Scrub,23.12,26.32,Online Transfer,Completed
2023-06-17 14:15:50.158437,10.98,0378124,P001,Winter Wonderland Peppermint,48,C4090,Deborah King,Maine,Michaelland,S3155,Dustin Matthews,Candle,51.7,41.89,Online Transfer,Completed
2023-08-17 00:46:04.883459,34.41,0872246,P001,Winter Wonderland Peppermint,160,C4807,Jon Perez,Virginia,Crystalstad,S3633,Michael Harris,Candle,76.09,10.17,Credit Card,Canceled
2023-06-12 22:32:49.516663,8.7,0652589,P002,Citrus Splash Infusion,108,C5947,Daniel Clark,Arizona,New Terryview,S5876,Debra Powers,Candle,21.76,46.65,Cash,Completed
2023-08-02 22:59:10.358434,13.98,0184696,P001,Citrus Splash Infusion,16,C8832,Terry Davis,Georgia,Goodmanbury,S4115,Tanya Young,Body Scrub,15.19,49.46,Online Transfer,Canceled
2024-01-02 08:48:38.312027,11.41,0887614,P002,Winter Wonderland Peppermint,184,C3357,Denise Kim,Missouri,East Markberg,S1748,Erin Rodriguez,Candle,14.81,22.28,Credit Card,Completed
2023-08-27 01:54:01.653386,10.51,0245724,P003,Winter Wonderland Peppermint,142,C1815,Christine Bailey,Alaska,West Robertburgh,S3050,Jessica Perry,Body Scrub,28.58,9.03,Credit Card,Completed
2023-01-25 11:38:47.181969,29.31,0991937,P002,Citrus Splash Infusion,38,C5809,Rebecca Castro,Mississippi,Donnaland,S5525,Olivia Harrison,Essential Oil,11.91,46.31,Online Transfer,Canceled
2023-06-29 16:28:18.937653,25.97,0472706,P002,Winter Wonderland Peppermint,111,C5448,Diana Williams,Vermont,Brendaview,S2864,Christine Archer,Body Scrub,27.76,36.71,Online Transfer,Canceled
2023-04-16 04:14:08.761800,7.94,0957073,P003,Winter Wonderland Peppermint,144,C1553,James Hernandez,Nevada,Robertfurt,S7459,Troy Shaffer,Candle,70.13,34.47,Online Transfer,Completed
2023-11-10 08:53:20.032353,37.83,0699854,P003,Winter Wonderland Peppermint,187,C4506,Jimmy Williams PhD,Idaho,Lake Joshua,S3561,Brenda Johnson,Body Scrub,41.11,30.39,Cash,Canceled
2023-09-24 02:15:34.662278,12.5,0595253,P003,Winter Wonderland Peppermint,68,C3603,Kristin Bowman,Wyoming,West Steven,S2162,Catherine Martin,Body Scrub,30.88,12.13,Online Transfer,Completed
2023-07-13 13:58:28.263783,13.13,0897344,P002,Lavender Lush,10,C5948,Kenneth Tanner,Kansas,West Brandon,S3692,Maria Davis,Candle,15.52,37.13,Online Transfer,Completed
2023-07-10 14:20:16.386005,39.63,0397993,P003,Winter Wonderland Peppermint,53,C7639,Billy Combs,North Dakota,West Jacob,S8424,Valerie Hayes,Body Scrub,31.72,19.44,Credit Card,Pending
2023-04-18 12:09:42.345583,10.03,0403162,P002,Citrus Splash Infusion,67,C8820,Nicole Elliott,Mississippi,South Davidbury,S7642,Diane Park,Candle,74.42,38.46,Credit Card,Pending
2023-11-07 16:36:16.251293,27.98,0632628,P003,Lavender Lush,103,C2079,Elizabeth Foster,Hawaii,Timothyshire,S8330,Samantha Jones,Essential Oil,42.71,49.64,Credit Card,Completed
2023-10-15 03:34:52.590879,17.79,0529139,P001,Lavender Lush,43,C7775,Diana Little,Indiana,Sarahland,S1962,Peter Walker,Body Scrub,88.88,20.29,Online Transfer,Canceled
2023-06-30 19:43:18.833010,19.45,0608438,P002,Citrus Splash Infusion,170,C6207,Francisco Holt,Montana,North Codyton,S5610,Monica Thompson,Candle,94.39,9.18,Cash,Pending
2023-02-21 06:34:37.019188,35.81,0124781,P003,Citrus Splash Infusion,21,C5087,Dale Arnold,Missouri,Kimton,S8832,Nicolas Young,Essential Oil,15.4,28.99,Credit Card,Completed
2023-12-22 21:48:28.711871,27.69,0456682,P002,Citrus Splash Infusion,115,C1240,Lisa Sanders,Nebraska,Gilbertbury,S3684,Ashley Miller,Body Scrub,30.85,35.76,Credit Card,Pending
2024-01-21 00:33:02.732063,38.9,0175904,P001,Winter Wonderland Peppermint,170,C4339,Diane Richardson,Montana,Smithland,S7480,Savannah Bailey,Essential Oil,55.27,6.07,Online Transfer,Canceled
2023-05-18 10:44:28.568324,25.87,0521356,P002,Citrus Splash Infusion,183,C4779,Mary Oconnell,Alabama,Port Amy,S5371,Jose Cain,Essential Oil,29.69,24.61,Credit Card,Pending
2023-04-06 10:31:10.666852,32.53,0789824,P002,Winter Wonderland Peppermint,67,C1262,Susan Stewart,Missouri,South Anthony,S2189,Gary Walker,Body Scrub,64.65,15.06,Online Transfer,Canceled
2023-07-26 07:50:25.217309,11.82,0196896,P002,Citrus Splash Infusion,13,C3879,David Alvarez,Ohio,East Jasonbury,S1860,Jacob Vasquez,Body Scrub,94.52,31.1,Online Transfer,Pending
2023-12-16 13:53:08.683748,23.7,0396270,P001,Winter Wonderland Peppermint,28,C7093,Sara Garcia,Montana,Lake Andrewborough,S5368,Kimberly Hudson,Body Scrub,84.91,46.09,Online Transfer,Canceled
2023-10-22 04:29:59.046821,32.6,0939441,P003,Lavender Lush,45,C8203,Jean Vasquez,Connecticut,Stevenfurt,S6632,Patricia Wheeler,Essential Oil,30.83,18.15,Online Transfer,Completed
2023-02-23 18:36:20.076169,39.76,0393997,P002,Winter Wonderland Peppermint,143,C4771,Elizabeth Love,Utah,East Kaylaton,S4423,Angela Wood,Essential Oil,71.97,15.37,Online Transfer,Completed
2023-05-12 02:53:55.773719,38.89,0274319,P001,Lavender Lush,90,C4107,Samuel Miller,Kansas,North Stephaniefort,S2006,Willie Johnson,Body Scrub,89.62,6.87,Online Transfer,Completed
2023-07-07 01:46:33.861952,30.3,0928822,P003,Winter Wonderland Peppermint,89,C4039,Philip Gill,California,Ryanport,S8968,Lance Rodriguez,Essential Oil,62.66,25.77,Online Transfer,Canceled
2023-10-02 22:52:11.506582,14.7,0661040,P001,Lavender Lush,86,C5902,Travis Howard,Iowa,West Brianna,S2131,Joseph Olsen,Candle,12.17,16.66,Online Transfer,Canceled
2023-05-03 00:47:52.957382,39.98,0835248,P001,Citrus Splash Infusion,137,C8014,Christopher Sweeney,New York,West Joshua,S7696,Jacqueline Haley,Candle,85.27,18.69,Credit Card,Completed
2023-07-27 15:29:52.057212,28.14,0946636,P003,Citrus Splash Infusion,192,C5243,Kimberly Blackwell,Pennsylvania,Josephville,S6074,Lisa Caldwell,Essential Oil,33.75,19.95,Cash,Canceled
2023-07-08 18:46:15.990798,6.79,0355364,P003,Lavender Lush,136,C5601,Christopher Combs,Nevada,Danielstad,S5396,Melissa Davidson,Body Scrub,12.78,49.7,Online Transfer,Completed
2023-09-11 04:54:45.096717,8.53,0890568,P002,Citrus Splash Infusion,74,C5292,Albert Price,New York,East Justin,S1877,Nicholas Munoz,Candle,71.93,13.59,Online Transfer,Completed
2023-12-28 23:14:24.132899,35.56,0446017,P002,Winter Wonderland Peppermint,177,C7924,Gary Lloyd,New York,East Herbertville,S3906,Scott Landry,Candle,12.16,12.71,Credit Card,Canceled
2023-02-11 15:49:45.450022,37.75,0276292,P001,Winter Wonderland Peppermint,45,C5625,Emily Greene,North Carolina,Jacksonburgh,S4968,Tommy Ramsey,Body Scrub,62.01,38.78,Online Transfer,Completed
2023-02-10 20:10:00.744750,28.47,0541437,P001,Citrus Splash Infusion,26,C3080,Erica Duncan,California,West Dillon,S6894,Shannon Williams,Body Scrub,54.28,35.52,Credit Card,Canceled
2023-10-29 15:23:44.767921,20.48,0393154,P002,Lavender Lush,60,C3513,Jonathan Holland DDS,Missouri,Brownfurt,S3731,Mrs. Alexis Gray,Essential Oil,63.93,10.73,Online Transfer,Completed
2023-08-05 04:26:26.159438,30.87,0828111,P001,Citrus Splash Infusion,94,C5874,John Torres,Florida,Lake Mike,S1506,Kristen Johnson,Essential Oil,76.28,37.71,Cash,Pending
2023-11-17 12:28:05.312401,23.08,0733921,P002,Citrus Splash Infusion,41,C3487,Jason Moses,North Dakota,Mcdanielhaven,S3705,Ronald Jones,Body Scrub,42.96,28.04,Online Transfer,Pending
2023-11-18 07:05:19.440151,36.08,0635196,P003,Lavender Lush,160,C5977,Jason Rogers,Minnesota,Lake Joseph,S8712,Nathan Davis,Body Scrub,6.85,33.46,Online Transfer,Completed
2023-09-05 05:06:18.024179,19.99,0674242,P003,Lavender Lush,142,C4327,Jonathan Wells,New Mexico,North Katherine,S6421,Emily Chung,Candle,35.0,5.45,Online Transfer,Completed
2023-12-20 05:39:21.219955,26.32,0943796,P002,Lavender Lush,158,C8877,Andrea Montgomery,Nevada,Kellyburgh,S5932,Samuel Chandler,Body Scrub,37.65,25.03,Cash,Pending
2023-04-17 00:51:14.432742,26.11,0331312,P002,Citrus Splash Infusion,107,C4932,Brandon Martin,Iowa,New Johnbury,S3313,Joshua Coleman,Essential Oil,24.16,18.89,Cash,Pending
2023-09-28 20:55:20.044028,10.09,0858240,P001,Citrus Splash Infusion,169,C7182,Angelica Wright,Georgia,Fritzton,S7975,David Woods,Essential Oil,88.05,38.73,Online Transfer,Pending
2023-02-19 10:20:11.266372,21.39,0733369,P002,Lavender Lush,26,C2172,Casey Stephens,Georgia,Lake Douglasbury,S5098,Erin Haynes,Essential Oil,94.0,19.05,Credit Card,Completed
2023-06-14 15:19:15.712317,9.58,0909297,P003,Citrus Splash Infusion,48,C1586,Michael Parker,Connecticut,Riveraport,S5131,Jose Leonard,Essential Oil,15.86,34.39,Online Transfer,Pending
2023-05-08 18:31:14.375857,19.67,0532988,P003,Citrus Splash Infusion,67,C2505,Amanda Williams,Virginia,New James,S5339,Marcus Clark,Body Scrub,38.38,46.85,Credit Card,Pending
2023-01-25 02:52:51.505898,12.34,0647706,P003,Winter Wonderland Peppermint,118,C3116,Kathleen Hunt,Maryland,New Michaelbury,S6905,Angela Silva,Candle,53.36,22.66,Cash,Pending
2023-12-04 23:27:39.164233,36.64,0850265,P002,Lavender Lush,96,C7585,Ronnie Johnson,New Mexico,Kerrhaven,S5421,Maria Ellis,Essential Oil,8.42,42.45,Credit Card,Completed
